genero,artista,cancion,popularidad,ano
latin,Reik,Si Me Dices Que Sí,71,2020
latin,Cazzu,Con otra,84,2025
latin,Cazzu,Loca,77,2017
latin,Cazzu,DOLCE,75,2025
latin,Cazzu,Nada,74,2019
latin,Cazzu,LA CUEVA,73,2024
latin,Cazzu,Tú y Tú,67,2024
latin,Cazzu,Deportivo,70,2020
latin,Cazzu,Mucha Data,69,2019
latin,Cazzu,R.i.p,66,2017
latin,Cazzu,Bounce,66,2020
latin,Omar Courtz,VeLDÁ,93,2025
latin,Omar Courtz,Q U E V A S H A C E R H O Y ?,87,2024
latin,Omar Courtz,Kyoto,82,2023
latin,Omar Courtz,WOAHH (feat. Clarent),80,2025
latin,Omar Courtz,⁠LUCES DE COLORES,78,2024
latin,Omar Courtz,Nota,75,2025
latin,Omar Courtz,SERIO CON ESE Q,75,2024
latin,Omar Courtz,G O D D E S S,74,2024
latin,Omar Courtz,Amber (with Omar Courtz),73,2025
latin,Omar Courtz,SUELTA (feat. Omar Courtz),73,2025
latin,Mora,LA INOCENTE,80,2022
latin,Mora,Tuyo,79,2021
latin,Mora,Volando - Remix,77,2021
latin,Mora,Una Vez,77,2020
latin,Mora,IA,76,2024
latin,Mora,512,75,2021
latin,Mora,MEMORIAS,75,2022
latin,Mora,DONDE SE APRENDE A QUERER?,74,2023
latin,Mora,ESCALOFRÍOS,74,2022
latin,Mora,MODELITO,73,2022
latin,Eladio Carrion,Sigue Bailandome,77,2018
latin,Eladio Carrion,H.I.M.,72,2025
latin,Eladio Carrion,Vetements,75,2025
latin,Eladio Carrion,Me Gustas Natural,75,2021
latin,Eladio Carrion,Coco Chanel,75,2023
latin,Eladio Carrion,Romeo y Julieta,74,2025
latin,Eladio Carrion,Hola Como Vas,75,2021
latin,Eladio Carrion,03:00 a. m.,74,2020
latin,Eladio Carrion,El Reggaetón del Disco,73,2025
latin,Eladio Carrion,Kemba Walker,70,2020
latin,Bryant Myers,Esclava - Remix,79,2016
latin,Bryant Myers,Hasta Que Me Muera,77,2016
latin,Bryant Myers,Como Panas,76,2020
latin,Bryant Myers,Narcotics (with Bryant Myers),74,2024
latin,Bryant Myers,Triste,76,2018
latin,Bryant Myers,Caile,76,2016
latin,Bryant Myers,HASTA ABAJO,73,2019
latin,Bryant Myers,Momentos,72,2018
latin,Bryant Myers,Tuss,73,2024
latin,Bryant Myers,Un Ratito Mas,73,2017
latin,Sebastian Yatra,Vagabundo,82,2023
latin,Sebastian Yatra,Pareja Del Año,76,2022
latin,Sebastian Yatra,Tacones Rojos,75,2022
latin,Sebastian Yatra,No Hay Nadie Más,77,2018
latin,Sebastian Yatra,Robarte un Beso,77,2017
latin,Sebastian Yatra,Traicionera,76,2018
latin,Sebastian Yatra,Cristina,74,2019
latin,Sebastian Yatra,Chica Ideal,72,2022
latin,Sebastian Yatra,Un Año,71,2019
latin,Sebastian Yatra,2AM,72,2024
electronic,DJ Snake,Let Me Love You,87,2016
electronic,DJ Snake,Lean On,77,2015
electronic,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",75,2019
electronic,DJ Snake,Middle,79,2016
electronic,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),76,2019
electronic,DJ Snake,You Know You Like It,75,2014
electronic,DJ Snake,U Are My High (with Future),74,2021
electronic,DJ Snake,Please Don't Change (feat. DJ Snake),74,2023
electronic,DJ Snake,Turn Down for What,72,2013
electronic,DJ Snake,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",68,2021
electronic,Miranda!,Perfecta,75,2008
electronic,Miranda!,Don,73,2008
electronic,Miranda!,MEJOR QUE VOS,67,2025
electronic,Miranda!,Perfecta (Versión 2023),64,2023
electronic,Miranda!,Tu Misterioso Alguien,66,2009
electronic,Miranda!,Uno los Dos,63,2023
electronic,Miranda!,Traición,64,2008
electronic,Miranda!,Antes,64,2025
electronic,Miranda!,Mentía,64,2009
electronic,Miranda!,Yo Te Diré,63,2008
electronic,Bomba Estéreo,Ojitos Lindos,85,2022
electronic,Bomba Estéreo,Me Pasa (Piscis),69,2025
electronic,Bomba Estéreo,Brinca (Acuario),71,2025
electronic,Bomba Estéreo,Corazón Adentro (Escorpio),65,2025
electronic,Bomba Estéreo,To My Love - Tainy Remix,67,2016
electronic,Bomba Estéreo,Una Noche en Caracas (Tauro),65,2025
electronic,Bomba Estéreo,Siento (Virgo),65,2025
electronic,Bomba Estéreo,Fogata (Leo),63,2025
electronic,Bomba Estéreo,Otro Nivel (Capricornio),62,2025
electronic,Bomba Estéreo,Happy (Libra),62,2025
electronic,CA7RIEL,EL DÍA DEL AMIGO,75,2025
electronic,CA7RIEL,#TETAS,73,2025
electronic,CA7RIEL,DUMBAI,72,2024
electronic,CA7RIEL,RE FORRO,73,2025
electronic,CA7RIEL,IMPOSTOR,71,2025
electronic,CA7RIEL,EL ÚNICO,70,2024
electronic,CA7RIEL,DUMBAI - Live at NPR MUSIC's Tiny Desk,69,2025
electronic,CA7RIEL,EL ÚNICO - Live at NPR MUSIC's Tiny Desk,68,2025
electronic,CA7RIEL,MI DESEO/BAD BITCH - Live at NPR MUSIC's Tiny Desk,66,2025
electronic,CA7RIEL,BABY GANGSTA,67,2024
electronic,Sevdaliza,"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",84,2024
electronic,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),83,2024
electronic,Sevdaliza,No Me Cansare,72,2024
electronic,Sevdaliza,Ride Or Die,68,2023
electronic,Sevdaliza,Alibi - Tiësto Remix,63,2024
electronic,Sevdaliza,Maria Magdalena,61,2025
electronic,Sevdaliza,"Alibi Pt. 2 (with Anitta, Pabllo Vittar & Yseult)",60,2024
electronic,Sevdaliza,Samsara (with Sevdaliza),57,2023
electronic,Sevdaliza,Human,54,2017
electronic,Sevdaliza,"Alibi Pt. 2 (with Anitta, Pabllo Vittar & Yseult) [Extended]",52,2024
electronic,Babasonicos,Como Eran Las Cosas,72,2008
electronic,Babasonicos,Irresponsables,69,2003
electronic,Babasonicos,Putita,68,2003
electronic,Babasonicos,El Loco,68,2001
electronic,Babasonicos,Puesto,66,2005
electronic,Babasonicos,Carismático,66,2005
electronic,Babasonicos,El Colmo,65,2005
electronic,Babasonicos,Yegua,64,2005
electronic,Babasonicos,Pijamas,65,2008
electronic,Babasonicos,En Privado,63,2011
electronic,Moby,Porcelain,72,1999
electronic,Moby,Natural Blues,67,1999
electronic,Moby,Extreme Ways,66,2002
electronic,Moby,Flower,62,1999
electronic,Moby,Why Does My Heart Feel So Bad?,65,1999
electronic,Moby,The Last Day,49,2013
electronic,Moby,In This World,62,2002
electronic,Moby,Honey,60,1999
electronic,Moby,Lift Me Up,61,2005
electronic,Moby,One of These Mornings,59,2002
electronic,Justice,Wake Me Up (feat. Justice),63,2025
electronic,Justice,Neverender,73,2024
electronic,Justice,D.A.N.C.E,69,2007
electronic,Justice,One Night/All Night,63,2024
electronic,Justice,Neverender - Rampa Remix,63,2024
electronic,Justice,Genesis,62,2007
electronic,Justice,We Are Your Friends - Justice Vs Simian,62,2006
electronic,Justice,Neverender - Kaytranada Remix,57,2024
electronic,Justice,New Lands,57,2011
electronic,Justice,Afterimage,57,2024
electronic,Massive Attack,Angel,78,1998
electronic,Massive Attack,Teardrop,74,1998
electronic,Massive Attack,Unfinished Sympathy - 2012 Mix/Master,68,1991
electronic,Massive Attack,Paradise Circus,66,2010
electronic,Massive Attack,Angel - Radio Edit,61,1998
electronic,Massive Attack,Black Milk,62,1998
electronic,Massive Attack,Dissolved Girl,60,1998
electronic,Massive Attack,Safe From Harm - 2012 Mix/Master,60,1991
electronic,Massive Attack,Protection,60,1994
electronic,Massive Attack,Risingson,59,1998
electronic,DJ Shadow,Six Days - Remix,67,2002
electronic,DJ Shadow,Nobody Speak,60,2016
electronic,DJ Shadow,Midnight In A Perfect World,55,1996
electronic,DJ Shadow,Rocket Fuel (feat. De La Soul),55,2019
electronic,DJ Shadow,Six Days,55,2002
electronic,DJ Shadow,Building Steam With A Grain Of Salt,53,1996
electronic,DJ Shadow,"What Does Your Soul Look Like , Pt. 4",43,1996
electronic,DJ Shadow,Organ Donor,47,1996
electronic,DJ Shadow,We Were Set Up,47,2013
electronic,DJ Shadow,Organ Donor - Extended Overhaul,45,2005
electronic,deadmau5,Escape (feat. Hayla),68,2023
electronic,deadmau5,Ghosts 'n' Stuff - Extended Mix,61,2009
electronic,deadmau5,I Remember - John Summit Remix,60,2023
electronic,deadmau5,The Veldt - Radio Edit,58,2012
electronic,deadmau5,The Veldt Cinema - BYNX Edit,61,2023
electronic,deadmau5,The Longest Road - deadmau5 Remix Edit,61,2018
electronic,deadmau5,Escape - John Summit Remix,59,2022
electronic,deadmau5,I Remember - Vocal Mix,55,2008
electronic,deadmau5,Strobe,53,2009
electronic,deadmau5,Professional Griefers - Vocal Mix,53,2012
electronic,ARTBAT,Hollow (feat. Bonn),70,2024
electronic,ARTBAT,We Are The People - ARTBAT Remix,68,2024
electronic,ARTBAT,Best of Me - Radio Edit,65,2020
electronic,ARTBAT,Love is Gonna Save Us,62,2025
electronic,ARTBAT,Return to Oz - ARTBAT Remix,61,2019
electronic,ARTBAT,I Adore You - ARTBAT Remix,62,2024
electronic,ARTBAT,She The Last One,61,2025
electronic,ARTBAT,The Ocean,59,2024
electronic,ARTBAT,Afterparty,58,2025
electronic,ARTBAT,Closer,58,2019
electronic,Hippie Sabotage,Devil Eyes,77,2016
electronic,Hippie Sabotage,Habits (Stay High) - Hippie Sabotage Remix,66,2014
electronic,Hippie Sabotage,Trust Nobody,62,2019
electronic,Hippie Sabotage,Life Happens,62,2021
electronic,Hippie Sabotage,Options,60,2016
electronic,Hippie Sabotage,Your Soul,59,2014
electronic,Hippie Sabotage,Running Miles,59,2017
electronic,Hippie Sabotage,Composure,57,2025
electronic,Hippie Sabotage,Drifter,56,2017
electronic,Hippie Sabotage,Immune to Danger,56,2021
electronic,Metronomy,The Look,75,2011
electronic,Metronomy,The Bay,66,2011
electronic,Metronomy,Disco Nap,57,2025
electronic,Metronomy,405 - Metronomy x Biig Piig,59,2021
electronic,Metronomy,The Light,56,2019
electronic,Metronomy,Reservoir,56,2014
electronic,Metronomy,Everything Goes My Way,55,2011
electronic,Metronomy,Corinne,55,2011
electronic,Metronomy,Uneasy - Metronomy x spill tab,51,2021
electronic,Metronomy,She Wants,51,2011
electronic,Nine Inch Nails,Closer,75,1994
electronic,Nine Inch Nails,The Hand That Feeds,66,2005
electronic,Nine Inch Nails,Every Day Is Exactly The Same,64,2005
electronic,Nine Inch Nails,Head Like A Hole,64,1989
electronic,Nine Inch Nails,Hurt,63,1994
electronic,Nine Inch Nails,March Of The Pigs,58,1994
electronic,Nine Inch Nails,Only,57,2005
electronic,Nine Inch Nails,Discipline,59,2008
electronic,Nine Inch Nails,"Dead Souls - From ""The Crow"" Soundtrack",55,1994
electronic,Nine Inch Nails,Wish,57,1992
electronic,Nu,Who Loves The Sun feat. Jo.Ke - Edit,69,2011
electronic,Nu,Who Loves The Sun,68,2011
electronic,Nu,Man O To,55,2017
electronic,Nu,Who Loves The Sun - DSF Remix,54,2023
electronic,Nu,Man O To - Be Svendsen Remix,49,2017
electronic,Nu,Fool,48,2011
electronic,Nu,Who Loves The Sun - Rodriguez Jr. Remix,48,2023
electronic,Nu,Man O To,46,2017
electronic,Nu,Who Loves The Sun feat. Jo.Ke - Let It Be Naked Remix Edit,46,2011
electronic,Nu,Gold,46,2020
electronic,The Chemical Brothers,Galvanize,69,2005
electronic,The Chemical Brothers,Go,59,2015
electronic,The Chemical Brothers,Hey Boy Hey Girl,68,1999
electronic,The Chemical Brothers,Wide Open,48,2015
electronic,The Chemical Brothers,Let Forever Be,57,1999
electronic,The Chemical Brothers,Block Rockin' Beats,55,2008
electronic,The Chemical Brothers,The Salmon Dance,56,2007
electronic,The Chemical Brothers,Got To Keep On,55,2019
electronic,The Chemical Brothers,Hey Boy Hey Girl - ARTBAT Remix,55,2024
electronic,The Chemical Brothers,Block Rockin' Beats,53,1997
electronic,Four Tet,VOLVER,71,2023
electronic,Four Tet,Baby again..,66,2024
electronic,Four Tet,glow,65,2024
electronic,Four Tet,Butterflies,54,2023
electronic,Four Tet,Two Thousand and Seventeen,56,2017
electronic,Four Tet,Talk To Me,55,2024
electronic,Four Tet,Nova,53,2022
electronic,Four Tet,Lush,52,2017
electronic,Four Tet,Loved,45,2024
electronic,Four Tet,Baby,49,2020
electronic,CLUBZ,Popscuro,55,2018
electronic,CLUBZ,Palmeras,54,2018
electronic,CLUBZ,Áfrika,50,2018
electronic,CLUBZ,Nagano,50,2018
electronic,CLUBZ,Splendido,50,2025
electronic,CLUBZ,Épocas,49,2015
electronic,CLUBZ,Cortes Modernos,48,2023
electronic,CLUBZ,Siesta Americana,47,2025
electronic,CLUBZ,Templos,47,2018
electronic,CLUBZ,Personita Buena - CLUBZ Remix,46,2025
electronic,Portishead,Glory Box,76,1994
electronic,Portishead,Sour Times,68,1994
electronic,Portishead,Roads,65,1994
electronic,Portishead,The Rip,61,2008
electronic,Portishead,Wandering Star,60,1994
electronic,Portishead,Glory Box - Live,59,1998
electronic,Portishead,All Mine,59,1997
electronic,Portishead,Mysterons,57,1994
electronic,Portishead,It Could Be Sweet,57,1994
electronic,Portishead,Numb,57,1994
electronic,Maribou State,Midas,73,2015
electronic,Maribou State,Steal,71,2015
electronic,Maribou State,All I Need,67,2025
electronic,Maribou State,Nervous Tics,68,2018
electronic,Maribou State,Vale,66,2018
electronic,Maribou State,Blackoak,62,2025
electronic,Maribou State,"Spooky - Recorded at RAK Studios, London",64,2019
electronic,Maribou State,Bloom,61,2025
electronic,Maribou State,Tongue,62,2013
electronic,Maribou State,Otherside,60,2025
electronic,Björk,Venus As A Boy,60,1993
electronic,Björk,Army Of Me,60,1995
electronic,Björk,Big Time Sensuality,56,1993
electronic,Björk,It's Oh So Quiet,57,1995
electronic,Björk,Human Behaviour,57,1993
electronic,Björk,Come To Me,55,1993
electronic,Björk,Hyper-ballad,54,1995
electronic,Björk,All Is Full Of Love,55,2002
electronic,Björk,Jóga,51,1997
electronic,Björk,Pagan Poetry,52,2001
electronic,MORTEN,Hollow (feat. Bonn),70,2024
electronic,MORTEN,Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix,68,2021
electronic,MORTEN,Forever - MORTEN Remix,54,2025
electronic,MORTEN,Night In Detroit (feat. Fedde Le Grand),61,2025
electronic,MORTEN,Kill The Vibe,61,2024
electronic,MORTEN,Dreams (feat. Lanie Gardner),60,2020
electronic,MORTEN,Lost In The Rhythm,59,2023
electronic,MORTEN,Kill Me Slow,58,2020
electronic,MORTEN,Heaven - David Guetta & MORTEN Remix,54,2019
electronic,MORTEN,Impossible (feat. John Martin),53,2021
electronic,Rhye,Feel Your Weight - Poolside Remix,65,2018
electronic,Rhye,The Fall,64,2013
electronic,Rhye,Open,62,2013
electronic,Rhye,3 Days Later,61,2024
electronic,Rhye,3 Days,60,2013
electronic,Rhye,Black Rain,58,2021
electronic,Rhye,Song For You,58,2018
electronic,Rhye,Taste,57,2018
electronic,Rhye,Fortress - Moojo Remix,52,2022
electronic,Rhye,Come In Closer,54,2021
electronic,Aphex Twin,QKThr,68,2001
electronic,Aphex Twin,Xtal,67,1992
electronic,Aphex Twin,Avril 14th,65,2001
electronic,Aphex Twin,#3,64,1994
electronic,Aphex Twin,Flim,61,1997
electronic,Aphex Twin,aisatsana [102],61,2014
electronic,Aphex Twin,Pulsewidth,60,1992
electronic,Aphex Twin,#19,52,2024
electronic,Aphex Twin,Ageispolis,59,1992
electronic,Aphex Twin,Alberto Balsalm,59,1995
electronic,Fatboy Slim,Praise You,69,1998
electronic,Fatboy Slim,"Right Here, Right Now",68,1998
electronic,Fatboy Slim,Praise You (Radio Edit),68,2023
electronic,Fatboy Slim,The Rockafeller Skank,66,1998
electronic,Fatboy Slim,Praising You (feat. Fatboy Slim),44,2023
electronic,Fatboy Slim,Weapon of Choice,61,2023
electronic,Fatboy Slim,Praise You - Purple Disco Machine Remix - Radio Edit,58,2018
electronic,Fatboy Slim,The Rockafeller Skank - Short Edit,55,1998
electronic,Fatboy Slim,Gangster Trippin,55,1998
electronic,Fatboy Slim,"Right Here, Right Now - CamelPhat Remix - Radio Edit",55,2018
electronic,Solomun,Home,64,2021
electronic,Solomun,Late Night - Solomun Remix,63,2013
electronic,Solomun,Around - Solomun Vox,62,2012
electronic,Solomun,Samstag Ist Krieg - Solomun Remix,59,2025
electronic,Solomun,The Way Back,58,2008
electronic,Solomun,Television - Solomun Remix,56,2025
electronic,Solomun,Tout le monde est fou,56,2025
electronic,Solomun,Tuk Tuk - feat. ÄTNA,55,2021
electronic,Solomun,Eating Hooks (Siriusmo Remix - Solomun Edit),53,2016
electronic,Solomun,Climbing - Solomun Remix,47,2025
electronic,A-Trak,Heads Will Roll - A-Trak Remix Radio Edit,70,2019
electronic,A-Trak,Heads Will Roll - A-Trak Remix,68,2009
electronic,A-Trak,Barbra Streisand - Radio Edit,60,2010
electronic,A-Trak,Ask Me,52,2020
electronic,A-Trak,Coming Home,56,2020
electronic,A-Trak,Barbra Streisand,54,2014
electronic,A-Trak,Barbra Streisand - Afrojack Ducky Mix,43,2010
electronic,A-Trak,Nobody Else - A-Trak Remix,51,2019
electronic,A-Trak,Prayers Up (feat. Travis Scott & A-Trak),52,2017
electronic,A-Trak,Love On You (feat. Griff Clawson),51,2023
electronic,Holy Fuck,Tom Tom,78,2016
electronic,Holy Fuck,Acidic,44,2016
electronic,Holy Fuck,Deleters,43,2020
electronic,Holy Fuck,Lost Cool,40,2021
electronic,Holy Fuck,Shivering,38,2016
electronic,Holy Fuck,Chimes Broken,37,2016
electronic,Holy Fuck,Lovely Allen,33,2007
electronic,Holy Fuck,Xed Eyes,35,2016
electronic,Holy Fuck,Luxe,33,2020
electronic,Holy Fuck,Neon Dad,33,2016
electronic,Garbage,Only Happy When It Rains - 2015 Remaster,58,1995
electronic,Garbage,Stupid Girl - 2015 Remaster,61,1995
electronic,Garbage,I Think I'm Paranoid (2018 Remaster),57,1998
electronic,Garbage,#1 Crush - Nellee Hooper Mix,51,1995
electronic,Garbage,Cherry Lips (Go Baby Go!),53,2001
electronic,Garbage,The World Is Not Enough (2022 Remaster),54,2022
electronic,Garbage,Special (2018 Remaster),48,1998
electronic,Garbage,Queer - 2015 Remaster,48,1995
electronic,Garbage,Push It (2018 Remaster),48,1998
electronic,Garbage,When I Grow Up (2018 Remaster),45,1998
electronic,Air,Playground Love,69,2000
electronic,Air,All I Need (feat. Beth Hirsch),69,1998
electronic,Air,Sexy Boy,68,1998
electronic,Air,La femme d'argent,64,1998
electronic,Air,Cherry Blossom Girl,60,2004
electronic,Air,Highschool Lover,60,2000
electronic,Air,Alone in Kyoto,57,2004
electronic,Air,Kelly Watch the Stars,56,1998
electronic,Air,You Make It Easy,55,1998
electronic,Air,Ce matin-là,55,1998
electronic,Scooter,The Logical Song,69,2002
electronic,Scooter,Nessaja,66,2002
electronic,Scooter,How Much Is The Fish?,64,1998
electronic,Scooter,Maria (I Like It Loud),64,2013
electronic,Scooter,God Save The Rave,63,2021
electronic,Scooter,One (Always Hardcore),60,2004
electronic,Scooter,Jumping All Over The World,62,2007
electronic,Scooter,Weekend!,61,2003
electronic,Scooter,1,60,2025
electronic,Scooter,For Those About To Rave,59,2023
electronic,Jamie xx,Baddy On The Floor,60,2024
electronic,Jamie xx,Life,58,2024
electronic,Jamie xx,Loud Places,63,2015
electronic,Jamie xx,All You Children,59,2024
electronic,Jamie xx,Waited All Night,58,2024
electronic,Jamie xx,I Know There's Gonna Be (Good Times),56,2015
electronic,Jamie xx,F.U.,59,2025
electronic,Jamie xx,KILL DEM,54,2025
electronic,Jamie xx,You've Got The Love - Jamie xx Rework,59,2009
electronic,Jamie xx,Dafodil,55,2024
electronic,WhoMadeWho,Abu Simbel,65,2021
electronic,WhoMadeWho,Miracle,57,2023
electronic,WhoMadeWho,Miracle - RÜFÜS DU SOL Remix,50,2024
electronic,WhoMadeWho,All The Love,58,2025
electronic,WhoMadeWho,Closer,58,2019
electronic,WhoMadeWho,Ember,56,2015
electronic,WhoMadeWho,Tell Me Are We,52,2019
electronic,WhoMadeWho,Heads Above,51,2014
electronic,WhoMadeWho,UUUU - &ME Remix,51,2022
electronic,WhoMadeWho,Love Will Save Me - CamelPhat Remix,35,2024
electronic,Little Dragon,Sad Makeup,47,2025
electronic,Little Dragon,Ritual Union,58,2011
electronic,Little Dragon,Where You Belong,57,2020
electronic,Little Dragon,Make Me Whole,57,2025
electronic,Little Dragon,Wildfire,54,2011
electronic,Little Dragon,Break Me Down,47,2025
electronic,Little Dragon,Peace Reign,46,2025
electronic,Little Dragon,Stream of Consciousness,45,2025
electronic,Little Dragon,Twice,52,2007
electronic,Little Dragon,Winter Is Not Dead,42,2025
electronic,DVBBS,Tsunami,69,2013
electronic,DVBBS,Tsunami - Radio Edit,58,2013
electronic,DVBBS,Where Do We Go,57,2022
electronic,DVBBS,Let You Down (with Gabry Ponte),56,2024
electronic,DVBBS,Next To You (feat. Kane Brown),54,2023
electronic,DVBBS,Tinted Eyes (feat. 24kGoldn),53,2020
electronic,DVBBS,West Coast (feat. Quinn XCII),52,2020
electronic,DVBBS,Pyramids (feat. Sanjin) - Radio Mix,51,2014
electronic,DVBBS,Tsunami - Jump,30,2014
electronic,DVBBS,Gold Skies (feat. Aleesia),51,2014
electronic,Ottawan,Hands Up - Single Version,67,1980
electronic,Ottawan,D.I.S.C.O. - Single Version,61,1980
electronic,Ottawan,Hands Up,45,1981
electronic,Ottawan,Crazy Music - Single Version,52,1981
electronic,Ottawan,"T'es OK, T'es Bath, T'es In - Version single",50,1980
electronic,Ottawan,D.I.S.C.O.,49,1980
electronic,Ottawan,You're OK - Single Version,47,1980
electronic,Ottawan,D.I.S.C.O. (Version française) - Version single,43,1980
electronic,Ottawan,Haut les mains (Donne-moi ton cœur) - Version single,42,1980
electronic,Ottawan,Shalala Song,41,1980
electronic,Rebūke,Syren,66,2023
electronic,Rebūke,The Chase - Rebūke Remix,63,2024
electronic,Rebūke,Glow,58,2023
electronic,Rebūke,"Along Came Polly (Konstantin Sibold, ZAC, CARMEE Remix)",54,2024
electronic,Rebūke,Endless (feat. Ed Graves),53,2025
electronic,Rebūke,Along Came Polly,53,2018
electronic,Rebūke,Syren - Amelie Lens Remix,53,2024
electronic,Rebūke,Hear Me Now,52,2024
electronic,Rebūke,Digital Dream,52,2024
electronic,Rebūke,Teardrops,51,2025
electronic,Bonobo,Cirrus,62,2013
electronic,Bonobo,Kong,61,2010
electronic,Bonobo,Rosewood,60,2022
electronic,Bonobo,Shadows,58,2022
electronic,Bonobo,Days To Come,60,2006
electronic,Bonobo,Tides,57,2022
electronic,Bonobo,Kerala,58,2017
electronic,Bonobo,Break Apart,57,2017
electronic,Bonobo,Terrapin,54,2000
electronic,Bonobo,From You,55,2022
electronic,Peces Raros,Cicuta - Remix,63,2022
electronic,Peces Raros,No Van a Parar,53,2018
electronic,Peces Raros,Cicuta,50,2021
electronic,Peces Raros,Misceláneas,48,2021
electronic,Peces Raros,Nena Mira,47,2014
electronic,Peces Raros,Girando en Falso,46,2018
electronic,Peces Raros,Algo en Vos,45,2014
electronic,Peces Raros,Clericó,44,2016
electronic,Peces Raros,Fabulaciones,41,2021
electronic,Peces Raros,Óxido,39,2024
electronic,Röyksopp,What Else Is There?,60,2005
electronic,Röyksopp,Here She Comes Again,55,2014
electronic,Röyksopp,Eple,55,2001
electronic,Röyksopp,Remind Me,55,2001
electronic,Röyksopp,So Easy,54,2001
electronic,Röyksopp,In This Shirt - Royksopp Remix,54,2016
electronic,Röyksopp,"Oh, Lover",51,2022
electronic,Röyksopp,Running to the Sea,52,2014
electronic,Röyksopp,Monument - The Inevitable End Version,51,2014
electronic,Röyksopp,Running To The Sea (True Electric),50,2025
electronic,Quantic,Cumbia Sobre El Mar,61,2010
electronic,Quantic,Time Is the Enemy,60,2001
electronic,Quantic,Mi Swing Es Tropical,36,2004
electronic,Quantic,Westbound Train,54,2008
electronic,Quantic,Cumbia Sobre el Mar - El Búho Remix,56,2018
electronic,Quantic,Chambacú,54,2016
electronic,Quantic,Painting Silhouettes,53,2014
electronic,Quantic,Sol Clap,51,2014
electronic,Quantic,Father,48,2007
electronic,Quantic,The 5th Exotic,49,2001
electronic,Paul Kalkbrenner,Sky and Sand,70,2013
electronic,Paul Kalkbrenner,No Goodbye,64,2019
electronic,Paul Kalkbrenner,Feed Your Head,61,2015
electronic,Paul Kalkbrenner,Aaron,60,2013
electronic,Paul Kalkbrenner,Azure,60,2013
electronic,Paul Kalkbrenner,Invisible - Paul Kalkbrenner Remix,59,2021
electronic,Paul Kalkbrenner,Parachute,59,2020
electronic,Paul Kalkbrenner,Cloud Rider,57,2015
electronic,Paul Kalkbrenner,Plätscher,56,2011
electronic,Paul Kalkbrenner,Schwer,53,2023
electronic,Thievery Corporation,Lebanese Blonde,65,2000
electronic,Thievery Corporation,All That We Perceive,61,2003
electronic,Thievery Corporation,Until The Morning,58,2003
electronic,Thievery Corporation,Sweet Tides,58,2008
electronic,Thievery Corporation,Shadows of Ourselves,57,2000
electronic,Thievery Corporation,The Richest Man In Babylon,56,2003
electronic,Thievery Corporation,Saudade,56,2014
electronic,Thievery Corporation,Amerimacka,55,2005
electronic,Thievery Corporation,Un Simple Histoire,55,2003
electronic,Thievery Corporation,Décollage,55,2014
electronic,Zeds Dead,One Of These Mornings,59,2025
electronic,Zeds Dead,Sweet Memories,55,2025
electronic,Zeds Dead,Vertigo,61,2025
electronic,Zeds Dead,Eyes on Fire - Zeds Dead Remix,60,2007
electronic,Zeds Dead,One Three Nine,59,2023
electronic,Zeds Dead,Heartbeat,55,2025
electronic,Zeds Dead,Alive,57,2021
electronic,Zeds Dead,Fall Away,57,2025
electronic,Zeds Dead,Neck And Neck - DNMO Remix,56,2017
electronic,Zeds Dead,Light,56,2025
electronic,Dean Blunt,100,70,2014
electronic,Dean Blunt,9,67,2020
electronic,Dean Blunt,5,63,2025
electronic,Dean Blunt,Rinsed,63,2023
electronic,Dean Blunt,the rot,58,2021
electronic,Dean Blunt,Galice,56,2012
electronic,Dean Blunt,19,53,2020
electronic,Dean Blunt,1,52,2025
electronic,Dean Blunt,LUSH,52,2014
electronic,Dean Blunt,DASH SNOW,52,2021
electronic,Felsmann + Tiley,Solitude - Felsmann + Tiley Reinterpretation,71,2020
electronic,Felsmann + Tiley,The Most Beautiful Boy - Felsmann + Tiley Reinterpretation,57,2021
electronic,Felsmann + Tiley,levitation,53,2024
electronic,Felsmann + Tiley,Kill Or Be Killed - Felsmann + Tiley Reinterpretation,37,2023
electronic,Felsmann + Tiley,levitation - ambient mix,36,2024
electronic,Felsmann + Tiley,October,34,2018
electronic,Felsmann + Tiley,levitation - icelandic mix,33,2024
electronic,Felsmann + Tiley,Extreme Ways - Felsmann + Tiley Reinterpretation,30,2022
electronic,Felsmann + Tiley,Crawl (Felsmann + Tiley Reinterpretation),31,2023
electronic,Felsmann + Tiley,Arrival,31,2021
electronic,LCD Soundsystem,Dance Yrself Clean,67,2010
electronic,LCD Soundsystem,All My Friends,64,2007
electronic,LCD Soundsystem,Daft Punk Is Playing at My House,61,2005
electronic,LCD Soundsystem,Dancer,59,2024
electronic,LCD Soundsystem,I Can Change,60,2010
electronic,LCD Soundsystem,oh baby,59,2017
electronic,LCD Soundsystem,Someone Great,58,2007
electronic,LCD Soundsystem,Home,57,2010
electronic,LCD Soundsystem,"New York, I Love You but You're Bringing Me Down",55,2007
electronic,LCD Soundsystem,Tribulations,54,2005
electronic,Martin Jensen,Solo Dance,67,2016
