genero,artista,cancion,popularidad,ano
rock,Imagine Dragons,Radioactive,66,2012
rock,Imagine Dragons,Whatever It Takes,84,2017
rock,Imagine Dragons,Bad Liar,82,2018
rock,Imagine Dragons,Natural,82,2018
rock,Imagine Dragons,On Top Of The World,70,2012
rock,Caifanes,Viento,78,1988
rock,Caifanes,Afuera,78,1994
rock,Caifanes,La Célula Que Explota,77,1990
rock,Caifanes,No Dejes Que...,76,1992
rock,Caifanes,Los Dioses Ocultos,72,1990
rock,Caifanes,Mátenme Porque Me Muero,71,1988
rock,Caifanes,Aquí No Es Así,71,1994
rock,Caifanes,Nubes,69,1992
rock,Caifanes,La Negra Tomasa - Bilongo - Versión Tropical,67,1988
rock,Caifanes,Debajo de Tu Piel,66,1992
rock,Maná,Oye Mi Amor,80,1992
rock,Maná,Rayando el Sol,77,1990
rock,Maná,Clavado en Un Bar,77,1997
rock,Maná,Labios Compartidos,70,2006
rock,Maná,En El Muelle de San Blas,76,1997
rock,Maná,Mariposa Traicionera - 2020 Remasterizado,72,2002
rock,Maná,Bendita Tu Luz,70,2006
rock,Maná,Mi Verdad (feat. Shakira),71,2015
rock,Maná,Corazón Espinado,54,2012
rock,Maná,Te Lloré Un Río,70,1992
rock,Arctic Monkeys,I Wanna Be Yours,93,2013
rock,Arctic Monkeys,505,88,2007
rock,Arctic Monkeys,No. 1 Party Anthem,90,2013
rock,Arctic Monkeys,Do I Wanna Know?,88,2013
rock,Arctic Monkeys,Why'd You Only Call Me When You're High?,86,2013
rock,Arctic Monkeys,R U Mine?,82,2013
rock,Arctic Monkeys,Fluorescent Adolescent,79,2007
rock,Arctic Monkeys,Snap Out Of It,80,2013
rock,Arctic Monkeys,Arabella,78,2013
rock,Arctic Monkeys,Knee Socks,77,2013
rock,Julieta Venegas,Me Voy,79,2006
rock,Julieta Venegas,Lo Siento BB:/,75,2023
rock,Julieta Venegas,Limón y Sal,76,2006
rock,Julieta Venegas,Eres para Mí (with Anita Tijoux),75,2006
rock,Julieta Venegas,A Donde Va El Viento (Canción de la Serie Original de Prime),69,2024
rock,Julieta Venegas,Andar Conmigo,75,2003
rock,Julieta Venegas,Lento,73,2003
rock,Julieta Venegas,Dos Soledades,70,2015
rock,Julieta Venegas,Nada Fue Un Error - Live In Spain / 2005,62,2005
rock,Julieta Venegas,Algo Está Cambiando,66,2003
rock,Twenty One Pilots,Stressed Out,86,2015
rock,Twenty One Pilots,Ride,84,2015
rock,Twenty One Pilots,Heathens,83,2016
rock,Twenty One Pilots,The Line (from the series Arcane League of Legends),80,2024
rock,Twenty One Pilots,Doubt,78,2015
rock,Twenty One Pilots,Tear in My Heart,77,2015
rock,Twenty One Pilots,Chlorine,76,2018
rock,Twenty One Pilots,Routines In The Night,75,2024
rock,Twenty One Pilots,Overcompensate,71,2024
rock,Twenty One Pilots,Heavydirtysoul,73,2015
rock,Queen,Don't Stop Me Now - Remastered 2011,83,1978
rock,Queen,Bohemian Rhapsody - Remastered 2011,82,1975
rock,Queen,Under Pressure - Remastered 2011,83,1982
rock,Queen,Another One Bites The Dust - Remastered 2011,82,1980
rock,Queen,We Will Rock You - Remastered 2011,79,1977
rock,Queen,Crazy Little Thing Called Love - Remastered 2011,79,1980
rock,Queen,Somebody To Love - Remastered 2011,76,1976
rock,Queen,Killer Queen - Remastered 2011,75,1974
rock,Queen,Radio Ga Ga - Remastered 2011,76,1984
rock,Queen,We Are The Champions - Remastered 2011,75,1977
rock,The Beatles,Here Comes The Sun - Remastered 2009,84,1969
rock,The Beatles,Let It Be - Remastered 2009,80,1970
rock,The Beatles,Come Together - Remastered 2009,79,1969
rock,The Beatles,In My Life - Remastered 2009,78,1965
rock,The Beatles,Blackbird - Remastered 2009,78,1968
rock,The Beatles,Yesterday - Remastered 2009,77,1965
rock,The Beatles,Hey Jude - 2015 Mix,71,2023
rock,The Beatles,Twist And Shout - Remastered 2009,77,1963
rock,The Beatles,Something - Remastered 2009,76,1969
rock,The Beatles,And I Love Her - Remastered 2009,75,1964
rock,Enjambre,Impacto,78,2008
rock,Enjambre,Dulce Soledad,72,2010
rock,Enjambre,Impacto,72,2008
rock,Enjambre,Visita,71,2010
rock,Enjambre,Vida En El Espejo,70,2017
rock,Enjambre,Manía Cardiaca,69,2008
rock,Enjambre,Somos Ajenos,66,2012
rock,Enjambre,Elemento,65,2012
rock,Enjambre,Tercer Tipo,64,2017
rock,Enjambre,Madrugada,63,2010
rock,Natalia Lafourcade,Hasta la Raíz,80,2015
rock,Natalia Lafourcade,Nunca Es Suficiente,72,2015
rock,Natalia Lafourcade,Lo Que Construimos,71,2015
rock,Natalia Lafourcade,En el 2000,69,2002
rock,Natalia Lafourcade,Soledad y el Mar (feat. Los Macorinos),68,2017
rock,Natalia Lafourcade,Tú Sí Sabes Quererme (feat. Los Macorinos),67,2017
rock,Natalia Lafourcade,Ella es Bonita,66,2009
rock,Natalia Lafourcade,El lugar correcto,66,2022
rock,Natalia Lafourcade,"Amor, Amor de Mis Amores (with Devendra Banhart)",64,2012
rock,Natalia Lafourcade,María la Curandera,63,2022
rock,Juanes,Es Por Ti,81,2002
rock,Juanes,Besos En Guerra,80,2018
rock,Juanes,1-800-273-8255,47,2017
rock,Juanes,La Camisa Negra,75,2004
rock,Juanes,A Dios Le Pido,75,2002
rock,Juanes,Nada Valgo Sin Tu Amor,74,2004
rock,Juanes,Fotografía,73,2002
rock,Juanes,506,71,2022
rock,Juanes,Volverte A Ver,71,2004
rock,Juanes,"Y, ¿Si Fuera Ella? - + Es +",71,2017
rock,Gorillaz,Feel Good Inc.,89,2005
rock,Gorillaz,On Melancholy Hill,84,2010
rock,Gorillaz,Clint Eastwood,80,2001
rock,Gorillaz,DARE,81,2005
rock,Gorillaz,Rhinestone Eyes,79,2010
rock,Gorillaz,She's My Collar (feat. Kali Uchis),78,2017
rock,Gorillaz,Dirty Harry,76,2005
rock,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),73,2023
rock,Gorillaz,19-2000,69,2001
rock,Gorillaz,Tormenta (feat. Bad Bunny),72,2023
rock,Siddhartha,00:00,72,2022
rock,Siddhartha,Brújula,70,2022
rock,Siddhartha,Únicos,69,2016
rock,Siddhartha,Ser Parte,68,2016
rock,Siddhartha,Me Hace Falta (Cap. 2),66,2020
rock,Siddhartha,Paraíso Lunar,64,2022
rock,Siddhartha,Respiro (Cap. 8),65,2020
rock,Siddhartha,A la Distancia,64,2016
rock,Siddhartha,Diamantes,63,2024
rock,Siddhartha,Algún día (Cap. 1),63,2020
rock,Bunbury,Nada,60,2016
rock,Bunbury,Frente a frente (feat. Tulsa),69,2010
rock,Bunbury,Aunque no sea conmigo - 2018 Remaster,65,2018
rock,Bunbury,Aunque no sea conmigo,67,2015
rock,Bunbury,Lady Blue,65,2003
rock,Bunbury,...Y al final,66,2003
rock,Bunbury,Parecemos tontos,64,2017
rock,Bunbury,La chispa adecuada (feat. León Larregui) - MTV Unplugged,63,2015
rock,Bunbury,Sí,63,2003
rock,Bunbury,De todo el mundo,61,2010
rock,Elefante,Así Es la Vida,74,2001
rock,Elefante,Sabor a Chocolate,73,2002
rock,Elefante,Ángel,73,2005
rock,Elefante,De la Noche a la Mañana,72,2001
rock,Elefante,Mentirosa,71,2005
rock,Elefante,Durmiendo con la Luna,70,2005
rock,Elefante,La Que Se Fue,64,2001
rock,Elefante,Si Tú Quieres,64,2005
rock,Elefante,Contigo,62,2005
rock,Elefante,El Abandonao - Versión Censurada,60,2002
rock,Radiohead,Creep,90,1993
rock,Radiohead,No Surprises,85,1997
rock,Radiohead,Karma Police,83,1997
rock,Radiohead,Let Down,81,1997
rock,Radiohead,All I Need,81,2007
rock,Radiohead,Fake Plastic Trees,80,1995
rock,Radiohead,Jigsaw Falling Into Place,80,2007
rock,Radiohead,High and Dry,79,1995
rock,Radiohead,Exit Music (For A Film),78,1997
rock,Radiohead,Weird Fishes / Arpeggi,78,2007
rock,Los Enanitos Verdes,Lamento Boliviano,81,1994
rock,Los Enanitos Verdes,La Muralla Verde,76,1986
rock,Los Enanitos Verdes,Luz De Dia,76,1999
rock,Los Enanitos Verdes,Tu Carcel - En Vivo,72,2004
rock,Los Enanitos Verdes,Frances Limon,68,2002
rock,Los Enanitos Verdes,Amores Lejanos,68,2002
rock,Los Enanitos Verdes,Mi Primer Dia Sin Ti,69,1994
rock,Los Enanitos Verdes,Guitarras Blancas,62,1988
rock,Los Enanitos Verdes,Igual Que Ayer,66,1992
rock,Los Enanitos Verdes,Mariposas,65,2006
rock,Metallica,Enter Sandman - Remastered 2021,79,2021
rock,Metallica,Nothing Else Matters - Remastered 2021,77,2021
rock,Metallica,Master Of Puppets,79,1986
rock,Metallica,One,71,1988
rock,Metallica,For Whom The Bell Tolls - Remastered,73,1984
rock,Metallica,The Unforgiven - Remastered 2021,70,2021
rock,Metallica,Whiskey In The Jar,75,1998
rock,Metallica,Sad But True - Remastered 2021,68,2021
rock,Metallica,Fuel,73,1997
rock,Metallica,Seek & Destroy - Remastered,72,1983
rock,The Neighbourhood,Sweater Weather,92,2013
rock,The Neighbourhood,Softcore,87,2018
rock,The Neighbourhood,Daddy Issues,87,2015
rock,The Neighbourhood,Reflections,84,2018
rock,The Neighbourhood,You Get Me So High,82,2018
rock,The Neighbourhood,Pretty Boy,79,2020
rock,The Neighbourhood,A Little Death,71,2013
rock,The Neighbourhood,The Beach,76,2015
rock,The Neighbourhood,Afraid,75,2013
rock,The Neighbourhood,Nervous,75,2018
rock,León Larregui,Brillas,79,2012
rock,León Larregui,Locos,78,2016
rock,León Larregui,Como Tú (Magic Music Box),71,2012
rock,León Larregui,Souvenir,68,2012
rock,León Larregui,Birdie,66,2016
rock,León Larregui,Rue Vieille Du Temple - Live,66,2017
rock,León Larregui,Rue Vieille Du Temple,60,2016
rock,León Larregui,Carmín,58,2012
rock,León Larregui,Tiraste A Matar,56,2016
rock,León Larregui,Amantes,55,2023
rock,Hombres G,Devuélveme a mi chica,79,1985
rock,Hombres G,Te quiero,69,1986
rock,Hombres G,El ataque de las chicas cocodrilo,73,1986
rock,Hombres G,Si no te tengo a ti,65,1988
rock,Hombres G,Te quiero,68,2024
rock,Hombres G,Marta tiene un marcapasos,67,1986
rock,Hombres G,Venezia,66,1985
rock,Hombres G,Voy a pasármelo bien,63,1989
rock,Hombres G,Lo noto,61,2023
rock,Hombres G,Visite nuestro bar,62,1986
rock,Soda Stereo,De Música Ligera - Remasterizado 2007,75,1990
rock,Soda Stereo,Trátame Suavemente - Remasterizado 2007,77,1984
rock,Soda Stereo,Cuando Pase El Temblor - Remasterizado 2007,74,1985
rock,Soda Stereo,Persiana Americana - Remasterizado 2007,73,1986
rock,Soda Stereo,Nada Personal - Remasterizado 2007,68,1985
rock,Soda Stereo,Prófugos - Remasterizado 2007,68,1986
rock,Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,70,1988
rock,Soda Stereo,Entre Caníbales - Remasterizado 2007,67,1990
rock,Soda Stereo,Te Para 3 - MTV Unplugged,67,1996
rock,Soda Stereo,Juegos De Seducción - Remasterizado 2007,64,1985
rock,Daft Punk,One More Time,81,2001
rock,Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],81,2013
rock,Daft Punk,Instant Crush (feat. Julian Casablancas),80,2013
rock,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),77,2013
rock,Daft Punk,Veridis Quo,75,2001
rock,Daft Punk,Around the World,75,1997
rock,Daft Punk,"Harder, Better, Faster, Stronger",74,2001
rock,Daft Punk,Something About Us,73,2001
rock,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),72,2013
rock,Daft Punk,Digital Love,69,2001
rock,Nirvana,Smells Like Teen Spirit,81,1991
rock,Nirvana,Come As You Are,81,1991
rock,Nirvana,Heart-Shaped Box,83,1993
rock,Nirvana,Lithium,73,1991
rock,Nirvana,About A Girl,79,1989
rock,Nirvana,The Man Who Sold The World - Live,78,1994
rock,Nirvana,Something In The Way,73,1991
rock,Nirvana,In Bloom,71,1991
rock,Nirvana,All Apologies,76,1993
rock,Nirvana,Dumb,75,1993
rock,Guns N' Roses,Sweet Child O' Mine,88,1987
rock,Guns N' Roses,Welcome To The Jungle,84,1987
rock,Guns N' Roses,Paradise City,83,1987
rock,Guns N' Roses,November Rain,82,1991
rock,Guns N' Roses,Knockin' On Heaven's Door,82,1991
rock,Guns N' Roses,Don't Cry (Original),80,1991
rock,Guns N' Roses,Patience,75,1987
rock,Guns N' Roses,Live And Let Die,73,1991
rock,Guns N' Roses,You Could Be Mine,72,1991
rock,Guns N' Roses,Civil War,72,1991
rock,Red Hot Chili Peppers,Can't Stop,87,2002
rock,Red Hot Chili Peppers,Californication,85,1999
rock,Red Hot Chili Peppers,Under the Bridge,84,1991
rock,Red Hot Chili Peppers,Scar Tissue,84,1999
rock,Red Hot Chili Peppers,Otherside,83,1999
rock,Red Hot Chili Peppers,Snow (Hey Oh),80,2006
rock,Red Hot Chili Peppers,Dani California,79,2006
rock,Red Hot Chili Peppers,Dark Necessities,79,2016
rock,Red Hot Chili Peppers,The Zephyr Song,78,2002
rock,Red Hot Chili Peppers,By the Way,77,2002
rock,Rammstein,Sonne,72,2001
rock,Rammstein,Du hast,77,1997
rock,Rammstein,Deutschland,78,2019
rock,Rammstein,Engel,73,1997
rock,Rammstein,Feuer frei!,64,2001
rock,Rammstein,Ich will,63,2001
rock,Rammstein,Amerika,63,2004
rock,Rammstein,Mein Herz brennt,61,2001
rock,Rammstein,Ausländer,72,2019
rock,Rammstein,Radio,70,2019
rock,AC/DC,Thunderstruck,87,1990
rock,AC/DC,Highway to Hell,86,1979
rock,AC/DC,Back In Black,85,1980
rock,AC/DC,You Shook Me All Night Long,83,1980
rock,AC/DC,T.N.T.,81,1976
rock,AC/DC,Hells Bells,78,1980
rock,AC/DC,Shoot to Thrill,76,1980
rock,AC/DC,Dirty Deeds Done Dirt Cheap,75,1976
rock,AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),74,1976
rock,AC/DC,Rock N Roll Train,72,2008
rock,System Of A Down,Chop Suey!,86,2001
rock,System Of A Down,Toxicity,86,2001
rock,System Of A Down,Aerials,84,2001
rock,System Of A Down,Lonely Day,80,2005
rock,System Of A Down,B.Y.O.B.,80,2005
rock,System Of A Down,Sugar,76,1998
rock,System Of A Down,I-E-A-I-A-I-O,74,2002
rock,System Of A Down,Hypnotize,72,2005
rock,System Of A Down,Violent Pornography,73,2005
rock,System Of A Down,ATWA,72,2001
rock,La Oreja de Van Gogh,Rosas,80,2003
rock,La Oreja de Van Gogh,La Playa,77,2000
rock,La Oreja de Van Gogh,Puedes Contar Conmigo,71,2003
rock,La Oreja de Van Gogh,Jueves,70,2008
rock,La Oreja de Van Gogh,Cuídate,70,2000
rock,La Oreja de Van Gogh,Paris,67,2000
rock,La Oreja de Van Gogh,Muñeca de Trapo,60,2006
rock,La Oreja de Van Gogh,20 de Enero,66,2003
rock,La Oreja de Van Gogh,El Primer Día del Resto de Mi Vida - Directo Primera Fila,66,2013
rock,La Oreja de Van Gogh,Deseos de Cosas Imposibles,64,2003
rock,Hozier,Too Sweet,86,2024
rock,Hozier,Take Me To Church,85,2014
rock,Hozier,Work Song,76,2014
rock,Hozier,Someone New,76,2014
rock,Hozier,Do I Wanna Know? - Live At the BBC,79,2014
rock,Hozier,Would That I,72,2019
rock,Hozier,From Eden,75,2014
rock,Hozier,Northern Attitude,58,2024
rock,Hozier,Almost (Sweet Music),71,2019
rock,Hozier,Like Real People Do,70,2014
rock,Elton John,Cold Heart - PNAU Remix,81,2021
rock,Elton John,I'm Still Standing,84,1983
rock,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",83,1972
rock,Elton John,Don't Go Breaking My Heart,82,1975
rock,Elton John,Your Song,81,1970
rock,Elton John,Tiny Dancer,79,1971
rock,Elton John,Sacrifice,77,1989
rock,Elton John,Hold Me Closer,68,2021
rock,Elton John,Goodbye Yellow Brick Road - Remastered 2014,77,1973
rock,Elton John,Bennie And The Jets - Remastered 2014,76,1973
rock,Café Tacvba,Eres,78,2003
rock,Café Tacvba,Como te extraño mi amor,71,1996
rock,Café Tacvba,Quiero Ver,67,2007
rock,Café Tacvba,La ingrata,67,1994
rock,Café Tacvba,Las flores,65,1994
rock,Café Tacvba,Aprovéchate,64,2012
rock,Café Tacvba,El baile y el salón,63,1994
rock,Café Tacvba,Chilanga banda,60,1996
rock,Café Tacvba,María,59,1992
rock,Café Tacvba,Esa noche,59,1994
rock,OneRepublic,Counting Stars,88,2013
rock,OneRepublic,I Ain't Worried,78,2024
rock,OneRepublic,I Don't Wanna Wait,85,2024
rock,OneRepublic,Run,75,2021
rock,OneRepublic,I Lived,77,2013
rock,OneRepublic,Secrets,78,2009
rock,OneRepublic,Sunshine,71,2024
rock,OneRepublic,Apologize,70,2007
rock,OneRepublic,Chasing Paradise,77,2025
rock,OneRepublic,Good Life,75,2009
rock,Panteon Rococo,La Dosis Perfecta,71,1999
rock,Panteon Rococo,Vendedora de Caricias,70,2007
rock,Panteon Rococo,La Carencia,67,2002
rock,Panteon Rococo,Arréglame el Alma (feat. Maria Barracuda) - En Vivo,65,2016
rock,Panteon Rococo,Esta Noche,64,2002
rock,Panteon Rococo,El Último Ska,60,2019
rock,Panteon Rococo,Acábame de Matar,58,2007
rock,Panteon Rococo,Vivir Así Es Morir de Amor,53,2021
rock,Panteon Rococo,La Carencia,58,2005
rock,Panteon Rococo,La Rubia y el Demonio,56,2002
rock,Jesús Adrián Romero,Me Dice Que Me Ama,73,2005
rock,Jesús Adrián Romero,Sumérgeme,72,2003
rock,Jesús Adrián Romero,Dame Tus Ojos,72,2009
rock,Jesús Adrián Romero,Mi Universo,71,2005
rock,Jesús Adrián Romero,Ayer Te Vi... Fue Mas Claro Que La Luna,70,2007
rock,Jesús Adrián Romero,"Ven, Te Necesito",69,2003
rock,Jesús Adrián Romero,Te Dejo Ganar,69,2012
rock,Jesús Adrián Romero,Tú Estás Aquí (Live),69,2012
rock,Jesús Adrián Romero,Que Sería De Mi - En Vivo,68,1998
rock,Jesús Adrián Romero,Como La Brisa,67,2007
rock,Empire Of The Sun,We Are The People,86,2008
rock,Empire Of The Sun,The Spins,85,2010
rock,Empire Of The Sun,Walking On A Dream,83,2008
rock,Empire Of The Sun,The Thrill,82,2020
rock,Empire Of The Sun,Alive,75,2013
rock,Empire Of The Sun,We Are The People - southstar Remix,71,2023
rock,Empire Of The Sun,Half Mast,68,2008
rock,Empire Of The Sun,High And Low,65,2016
rock,Empire Of The Sun,Way To Go,64,2016
rock,Empire Of The Sun,We Are The People - ARTBAT Remix,68,2024
rock,Pink Floyd,"Another Brick in the Wall, Pt. 2",83,1979
rock,Pink Floyd,Wish You Were Here,83,1975
rock,Pink Floyd,Comfortably Numb,81,1979
rock,Pink Floyd,Breathe (In the Air),79,1973
rock,Pink Floyd,Time,77,1973
rock,Pink Floyd,Money,77,1973
rock,Pink Floyd,The Great Gig in the Sky,76,1973
rock,Pink Floyd,Hey You,75,1979
rock,Pink Floyd,Have a Cigar,74,1975
rock,Pink Floyd,Young Lust,73,1979
rock,PXNDX,Los Malaventurados No Lloran,75,2006
rock,PXNDX,Procedimientos para Llegar a un Común Acuerdo,69,2006
rock,PXNDX,Narcisista por Excelencia,68,2006
rock,PXNDX,Disculpa los Malos Pensamientos,64,2005
rock,PXNDX,Cita en el Quirófano,63,2005
rock,PXNDX,Sólo a Terceros,62,2009
rock,PXNDX,Nuestra Aflicción,61,2009
rock,PXNDX,Cuando No Es Como Debiera Ser,60,2005
rock,PXNDX,Usted,60,2013
rock,PXNDX,3+1,58,2005
rock,Ximena Sariñana,Cuento - Versión de Ximena,71,2025
rock,Ximena Sariñana,Resistiré,67,2020
rock,Ximena Sariñana,Respiro (Cap. 8),65,2020
rock,Ximena Sariñana,Nunca Tuve Tanto,62,2023
rock,Ximena Sariñana,Las Huellas - Versión de Ximena,62,2025
rock,Ximena Sariñana,Mañana No Es Hoy - Versión de Ximena,59,2025
rock,Ximena Sariñana,Fetiche,52,2025
rock,Ximena Sariñana,Bombas,47,2022
rock,Ximena Sariñana,¿Qué Tiene?,57,2019
rock,Ximena Sariñana,Una Vez Más,54,2021
rock,Inspector,Amargo Adiós,75,2002
rock,Inspector,Me Estoy Enamorando,71,2012
rock,Inspector,Amnesia,70,2002
rock,Inspector,Y Que,67,2009
rock,Inspector,Es Por Ti,63,2009
rock,Inspector,No Piensa En Ti,60,2004
rock,Inspector,Te He Prometido,60,2012
rock,Inspector,Osito Dormilón (feat. Tony Hernandez El Gran Silencio),56,2012
rock,Inspector,Como Un Sol,56,2002
rock,Inspector,Pero Qué Necesidad,55,2024
rock,Måneskin,Beggin',85,2017
rock,Måneskin,I WANNA BE YOUR SLAVE,83,2021
rock,Måneskin,GOSSIP (feat. Tom Morello),76,2023
rock,Måneskin,THE LONELIEST,71,2023
rock,Måneskin,ZITTI E BUONI,74,2021
rock,Måneskin,BABY SAID,74,2023
rock,Måneskin,SUPERMODEL,69,2023
rock,Måneskin,HONEY (ARE U COMING?),69,2023
rock,Måneskin,MAMMAMIA,68,2023
rock,Måneskin,CORALINE,71,2021
rock,Tame Impala,The Less I Know The Better,87,2015
rock,Tame Impala,Borderline,84,2020
rock,Tame Impala,Let It Happen,82,2015
rock,Tame Impala,"New Person, Same Old Mistakes",80,2015
rock,Tame Impala,Eventually,78,2015
rock,Tame Impala,Feels Like We Only Go Backwards,77,2012
rock,Tame Impala,Neverender,73,2024
rock,Tame Impala,One More Hour,75,2020
rock,Tame Impala,New Gold (feat. Tame Impala and Bootie Brown),73,2023
rock,Tame Impala,Nangs,74,2015
rock,Molotov,Gimme Tha Power,68,1997
rock,Molotov,Frijolero,70,2003
rock,Molotov,Puto,63,1997
rock,Molotov,Rastaman- Dita,65,1999
rock,Molotov,Voto Latino,59,1997
rock,Molotov,Hit Me,63,2003
rock,Molotov,Chinga Tu Madre,59,1997
rock,Molotov,Amateur (Rock Me Amadeus),60,2004
rock,Molotov,Marciano (I Turned Into A Martian),59,2004
rock,Molotov,Yofo,59,2007
rock,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",80,1979
rock,Bee Gees,How Deep Is Your Love,81,1979
rock,Bee Gees,More Than A Woman,78,1979
rock,Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",77,1979
rock,Bee Gees,You Should Be Dancing,72,1976
rock,Bee Gees,Stayin' Alive,74,1977
rock,Bee Gees,Tragedy,71,1979
rock,Bee Gees,Too Much Heaven,71,1979
rock,Bee Gees,To Love Somebody,71,1967
rock,Bee Gees,I Started A Joke,68,1968
rock,Creedence Clearwater Revival,Have You Ever Seen The Rain,86,1970
rock,Creedence Clearwater Revival,Fortunate Son,84,1969
rock,Creedence Clearwater Revival,Bad Moon Rising,80,1969
rock,Creedence Clearwater Revival,Proud Mary,75,1969
rock,Creedence Clearwater Revival,Up Around The Bend,72,1970
rock,Creedence Clearwater Revival,Green River,74,1969
rock,Creedence Clearwater Revival,Down On The Corner,73,1969
rock,Creedence Clearwater Revival,Who'll Stop The Rain,71,1970
rock,Creedence Clearwater Revival,Run Through The Jungle,71,1970
rock,Creedence Clearwater Revival,Lookin' Out My Back Door,70,1970
hip hop,Hopsin,You Should've Known,58,2019
hip hop,Hopsin,Ill Mind of Hopsin 5,56,2012
hip hop,Hopsin,Sag My Pants,55,2010
hip hop,Hopsin,Kumbaya,55,2020
hip hop,Hopsin,Be11a Ciao,54,2021
hip hop,Hopsin,Ill Mind of Hopsin 8,53,2016
hip hop,Hopsin,Nocturnal Rainbows,51,2010
hip hop,Hopsin,Ill Mind of Hopsin 7,50,2015
hip hop,Hopsin,Picasso,50,2019
hip hop,Hopsin,Alone With Me,50,2021
hip hop,Hiphop Tamizha,Neeyum Naanum Anbe,69,2018
hip hop,Hiphop Tamizha,"Achacho - From ""Aranmanai 4""",69,2024
hip hop,Hiphop Tamizha,"Takkunu Takkunu - From ""Mr. Local""",67,2019
hip hop,Hiphop Tamizha,Kannala Kannala - The Melting Point of Love,67,2015
hip hop,Hiphop Tamizha,Kadhal Oru Aagayam,65,2018
hip hop,Hiphop Tamizha,Sakkarakatti,65,2017
hip hop,Hiphop Tamizha,Enna Nadanthalum,65,2017
hip hop,Hiphop Tamizha,Kadhale Kadhale,64,2015
hip hop,Hiphop Tamizha,Ethir Neechal,63,2012
hip hop,Hiphop Tamizha,"Kadhalikathey - From ""Imaikkaa Nodigal""",61,2017
hip hop,Hungria,Insônia,71,2015
hip hop,Hungria,Amor e Fé - Acústico,65,2024
hip hop,Hungria,Lembranças,70,2016
hip hop,Hungria,Um Pedido,69,2019
hip hop,Hungria,Coração de Aço,69,2017
hip hop,Hungria,Pinxadão,67,2024
hip hop,Hungria,Zorro do Asfalto,68,2015
hip hop,Hungria,Provavelmente,68,2016
hip hop,Hungria,Eu Sou Brasileiro,58,2025
hip hop,Hungria,Lua,60,2024
hip hop,Jogja Hip Hop Foundation,Cintamu Sepahit Topi Miring,67,2013
hip hop,Jogja Hip Hop Foundation,Jogja Istimewa,59,2017
hip hop,Jogja Hip Hop Foundation,Cintamu Sepahit Topi Miring (Tik-Tok Edition) - Remix,54,2023
hip hop,Jogja Hip Hop Foundation,Song of Sabdatama,54,2017
hip hop,Jogja Hip Hop Foundation,Ora Cucul Ora Ngebul,48,2013
hip hop,Jogja Hip Hop Foundation,Ngelmu Kyai Petruk,48,2013
hip hop,Jogja Hip Hop Foundation,Suwukan Jaran Kepang,43,2013
hip hop,Jogja Hip Hop Foundation,Ngene / Ngono,42,2018
hip hop,Jogja Hip Hop Foundation,Jogja Ora Didol,41,2017
hip hop,Jogja Hip Hop Foundation,Sedulur,38,2017
hip hop,DJ Hoppa,Time Out,45,2020
hip hop,DJ Hoppa,Bad Intentions,42,2024
hip hop,DJ Hoppa,By The Pound,41,2021
hip hop,DJ Hoppa,Keep Being You,35,2023
hip hop,DJ Hoppa,Tomorrow,36,2021
hip hop,DJ Hoppa,Outlaws,33,2022
hip hop,DJ Hoppa,Hoppa's Cypher,35,2015
hip hop,DJ Hoppa,The Problem,34,2024
hip hop,DJ Hoppa,Free Thought,32,2025
hip hop,DJ Hoppa,Headspace,32,2018
hip hop,Hopout Shawn,Switches,31,2023
hip hop,Hopout Shawn,Got Off,31,2023
hip hop,Hopout Shawn,Famous Animal,30,2023
hip hop,Hopout Shawn,Make It,29,2022
hip hop,Hopout Shawn,In Da Club,29,2024
hip hop,Hopout Shawn,2023,28,2023
hip hop,Hopout Shawn,224,28,2023
hip hop,Hopout Shawn,Pole,27,2023
hip hop,Hopout Shawn,Pose,23,2023
hip hop,Hopout Shawn,SRT (feat. Action Pack),25,2023
hip hop,HHP,Harambe,40,2004
hip hop,HHP,Tswaka,38,2004
hip hop,HHP,Bosso,37,2011
hip hop,HHP,Music & Lights,34,2010
hip hop,HHP,Let Me Be,37,2005
hip hop,HHP,Wamo Tseba M'Tho,33,2009
hip hop,HHP,See,30,2005
hip hop,HHP,Mpitse,25,2008
hip hop,HHP,Go Diragalang,28,2001
hip hop,HHP,Jabba,27,2005
hip hop,Hip Hop Peruano Mas Na,Quiero (Terrateniente),31,2017
hip hop,Hip Hop Peruano Mas Na,Rejaladito,25,2018
hip hop,Hip Hop Peruano Mas Na,Primeros Pasos,17,2023
hip hop,Hip Hop Peruano Mas Na,Posdata Mi Amor,19,2018
hip hop,Hip Hop Peruano Mas Na,El Sonido de la Calle,17,2023
hip hop,Hip Hop Peruano Mas Na,Kaykunapi,17,2017
hip hop,Hip Hop Peruano Mas Na,Imposible Olvidarte,12,2018
hip hop,Hip Hop Peruano Mas Na,Pretendí,11,2023
